Time;CONS.DK.TOT.COF.B.M;CONS.DK.TOT.1.B.M;CONS.DK.TOT.2.B.M;CONS.DK.TOT.3.B.M;CONS.DK.TOT.4.B.M;CONS.DK.TOT.5.B.M;CONS.DK.TOT.6.B.M;CONS.DK.TOT.7.B.M;CONS.DK.TOT.8.B.M;CONS.DK.TOT.9.B.M;CONS.DK.TOT.10.B.M;CONS.DK.TOT.11.B.M;CONS.DK.TOT.12.B.M
01-09-2019;3.5;8.6;14.5;8.7;-5.7;-12.7;19.4;4.1;-4.5;-3.3;59;44.6;33.3
01-10-2019;2.1;7.1;11.6;3.9;-5.2;-8.9;25.3;5.8;-9.2;-5.1;55.2;34;29.8
01-11-2019;2.9;6.6;13.5;4.3;-4.7;-8.7;28;7.7;-12.7;-3.7;54.2;32;29.8
01-12-2019;3.4;7.1;11.7;5;-4.7;-4.8;31.1;6.2;-6.6;-0.6;58.4;40.8;30.8
01-01-2020;4;7.4;12;9.1;-0.9;-6.8;28.7;2.7;-5.4;-2.4;54.6;33.3;26.8
01-02-2020;4.6;7;15;5.5;-1.4;-4.1;26.6;6.3;-9.8;-2.1;59.7;33.6;31.8
01-03-2020;-0.1;5.4;10.6;4.6;-9.9;-7.4;24.7;10.7;-8.5;-6.5;57.5;36.8;28.4
01-04-2020;-6.8;4;2.7;-23.1;-21.7;-15.2;19.1;41.1;-21.3;-12.4;62.4;24.9;27.8
01-05-2020;-1.1;3.3;9.6;-36.3;-9.2;-20.8;20;19.4;-11.6;-7.9;58.8;37.3;32.3
01-06-2020;3.9;7.5;12.6;-33.4;2.3;-19;17.2;3.1;-4.4;-7;56.4;38.2;31.9
01-07-2020;3.2;3.9;11.2;-25.4;3;-13.9;16.6;7.6;-7.5;-5.3;54.7;34;30.9
01-08-2020;0.5;3.1;12;-29;-6.2;-13.1;21.1;14.7;-7.6;-6.9;62.4;37.1;33
01-09-2020;0.8;2.5;10.9;-33.7;-3.5;-11.8;21.2;14.8;-13.1;-6.7;59.6;37.6;29.2
01-10-2020;0.8;3.1;12;-31.5;-7.8;-13.8;21.3;21.3;-7;-4.1;57.2;34.3;30.9
01-11-2020;-1.3;4.6;10.7;-28.9;-16.1;-13.5;21.8;28.2;-8.4;-4.6;61.6;38.8;34.8
01-12-2020;2.5;4.4;11.1;-28.5;-2.1;-14.4;24.2;6.9;-4.1;-3.5;57.2;41.1;31.6
01-01-2021;3.5;5.6;12.6;-30.7;-0.9;-18.9;18.9;11.5;-7.2;-3.4;55.3;39.7;35.6
01-02-2021;3.4;6;12.8;-33.9;-5.2;-19.2;24.6;6.9;-5.7;-0.1;58.3;44;36.7
01-03-2021;3.8;3.3;11.8;-35.6;-1.8;-14.9;28.4;2;-2.8;1.8;57;42.6;35
01-04-2021;7.4;4.1;13.1;-28.2;7.4;-12;31.4;-8.7;-1.8;4.8;58.8;41.8;35.7
01-05-2021;7.8;7.8;14.4;-16.7;8.5;-5.7;28.1;-11.4;-0.3;0.6;55.4;41.1;35.6
01-06-2021;8.1;6.3;12.4;-10.3;10.3;2.5;29.6;-11.3;-7.6;3.3;54.2;44.2;36.7
01-07-2021;7.4;7.6;11.2;-5.9;9.3;4.3;28.7;-14.4;-9;1.7;55.4;40.3;35.8
01-08-2021;7.1;7.1;13.5;0.4;8.6;2.4;26.8;-13.3;-7.7;-0.8;57.8;45.5;34.8
01-09-2021;10.1;9.6;16.2;10.4;14;9.1;26.7;-17.6;-9.2;0.7;53.3;42.7;32.7
01-10-2021;5.4;2.8;9.8;7.1;9.7;14.8;37;-11.3;-12.9;-0.8;53.8;38.1;35.1
01-11-2021;0.2;1.9;5.7;1;-3.2;24.7;43.4;-6.2;-15.3;-3.3;58;37.5;33.4
01-12-2021;0.2;0.9;9.8;-2.6;-3.7;27.7;36.1;-3.7;-14.8;-6.1;62.2;40.4;32.7
01-01-2022;1;3.2;9.5;-5.2;-3.2;28;35.4;-2.6;-11.9;-5.5;58.6;39.6;33
01-02-2022;0.4;2.3;4.3;-6.1;0.5;36;32.9;-7.2;-17;-5.6;57.1;39.5;33.1
01-03-2022;-11.5;-5.7;-5.8;-18.4;-26;41.5;57.6;7;-16.1;-8.7;64.6;38.1;34.5
01-04-2022;-14.3;-14;-8.4;-29.1;-22.2;50.8;42.4;11;-31;-12.7;57.9;29.8;22.9
01-05-2022;-14.6;-14.8;-6.1;-37.8;-23.2;54.4;37.7;9.1;-30.1;-14.5;62.4;30.1;28.5
01-06-2022;-16.4;-17.3;-7.8;-42.1;-23.5;63.6;28.2;12.6;-33;-16.9;61.4;25.4;24.6
01-07-2022;-17.3;-21.3;-7.2;-45.5;-23;66.7;22.5;18.1;-30.8;-17.5;60.9;26;18.4
01-08-2022;-14.3;-21.5;-4.6;-48.3;-13.7;71.2;0.8;15.8;-37.7;-17.5;63;26.9;23.7
01-09-2022;-20.2;-29.4;-9.2;-55.6;-22.4;73.3;17.8;17.9;-44;-20;60.3;16.6;16.4
01-10-2022;-24.4;-32.1;-14.1;-64.1;-24.3;70.9;18.9;31.3;-50.7;-27.4;64.9;12.3;18.5
01-11-2022;-18.8;-32.4;-4.9;-60;-12.1;72.6;6.4;25.7;-42.3;-25.7;59.7;14.2;19.4
01-12-2022;-17.3;-30.9;-5.3;-56.5;-11.7;70.8;-0.9;30.3;-40.3;-21.5;63.6;18.4;17.7
01-01-2023;-13.1;-26.2;-1.2;-54.9;-6.3;62.6;-11;27.4;-41.9;-18.9;64.3;26.6;21.1
01-02-2023;-12.9;-27;-0.4;-49.7;-6.4;63.1;-8;28.4;-41.8;-17.9;64.3;23.8;19.8
01-03-2023;-11.7;-31.2;0.4;-44.5;-0.7;61;-8.5;18.6;-39.6;-15.5;64.4;22;19.8
01-04-2023;-8.3;-21.1;2;-36.1;-3.2;57.4;-11.5;20;-32.5;-11;57.9;22;19.6
01-05-2023;-5.6;-23.7;3.6;-26.6;5.6;51.2;-19.3;14.1;-34.2;-8.1;61.2;24.5;20.1
01-06-2023;-3.7;-18.8;5.1;-15;5.1;46.2;-17.3;8.8;-30.9;-6.4;60;29.1;25.6
01-07-2023;-4.4;-16.2;3.6;-12.6;4.6;45.4;-12.7;11.3;-29.9;-9.8;60.8;26.9;24.8
01-08-2023;-5;-15.2;2;-13.4;2.4;37.7;-12.1;7;-30.1;-9.2;61.8;24.8;22.6
01-09-2023;-7.4;-17.5;-0.2;-16.8;-2;34.6;-3.2;10.3;-28.3;-9.7;63.1;27.6;20.3
01-10-2023;-7.7;-17.4;2.5;-11.6;-4.7;28.1;-0.8;11.4;-27.6;-11.3;63;27.5;21.9
01-11-2023;-6.3;-14;5.2;-11.2;-5.8;27.4;-1.3;11.5;-25.9;-10.6;69.2;29.4;23
01-12-2023;-7.9;-17.5;1;-17.4;-6.6;23.1;-2.5;13.9;-24.3;-8.3;63.4;22.9;18.5
01-01-2024;-4.4;-11.7;4.9;-10;-3.6;22.8;2.8;10.7;-21.6;-7.3;62.8;22.4;20.7
01-02-2024;-3.8;-10.6;5.2;-7.1;-2.4;15.7;2.4;12;-22;-7.3;62.6;27.1;22.4
